Symbol,SignalType,EnterCause,EntryTime,ExitTime,LeaveCause,PnL,Return%,HoldingDuration,GroupName,GroupRank,MemberRank,RawMemberRank,M1Symbol,EntryPrice,EntryVWAP,DayHigh,PrevClose,0050OpenChg%,VolRatio,MonthTradingVal,IsPrevDayLU,IsDisposition,HadCircuitBreaker,GroupLimitUpCount,0050EntryChg%
8039,SignalA,StrongGroup,09:37:42,09:41:37,stopLoss,-126850,-1.27%,0h03m55s,CCL,2,1,1,,94.60,93.95,97.50,88.80,0.808,1.30,3023528125,0,0,1,0,1.131
3715,SignalA,StrongGroup,09:42:53,09:44:27,stopLoss,-83333,-0.83%,0h01m34s,印刷電路板,9,2,2,4927,120.00,119.69,122.50,112.50,0.808,1.74,3766345325,0,0,1,0,1.131
2485,SignalA,StrongGroup,09:40:41,10:01:30,stopLoss,-132013,-1.32%,0h20m49s,低軌衛星,12,1,1,,30.30,30.07,30.90,28.95,0.808,1.37,1507003877,0,0,1,0,1.131
2059,SignalA,StrongGroup,09:42:04,10:34:19,stopLoss,-109589,-1.10%,0h52m15s,滑軌,3,1,1,,3650.00,3636.32,3670.00,3520.00,0.808,0.62,3372094000,0,0,1,0,1.131
6805,SignalA,StrongGroup,09:40:54,10:34:46,stopLoss,-164474,-1.64%,0h53m52s,散熱,4,2,2,8996,1520.00,1502.91,1520.00,1450.00,0.808,0.76,3406598000,0,0,1,0,1.131
1303,SignalA,StrongGroup,09:49:09,10:43:56,stopLoss,-148270,-1.48%,0h54m47s,玻纖布,6,1,1,,60.70,60.20,61.40,57.40,0.808,1.20,7207715095,0,0,1,0,1.131
3037,SignalA,StrongGroup,09:39:39,10:50:08,stopLoss,-93458,-0.93%,1h10m29s,ABF,12,1,1,,214.00,213.28,215.50,207.00,0.808,0.66,7852738425,0,0,1,0,1.131
2449,SignalA,StrongGroup,10:45:00,10:58:42,stopLoss,-116009,-1.16%,0h13m42s,IC封測,13,1,1,,215.50,214.49,216.50,208.50,0.808,0.42,6495262500,0,0,1,0,1.131
6515,SignalA,StrongGroup,10:04:01,11:00:34,stopLoss,-189036,-1.89%,0h56m33s,探針卡,13,2,2,6223,2645.00,2612.86,2640.00,2560.00,0.808,0.27,2517438750,0,0,1,0,1.131
6257,SignalA,StrongGroup,10:32:02,11:02:44,stopLoss,-152749,-1.53%,0h30m42s,IC封測,16,2,2,2449,98.20,97.22,98.20,95.10,0.808,0.87,678566825,0,0,1,0,1.131
2301,SignalA,StrongGroup,10:04:11,13:20:00,timeExit,126183,1.26%,3h15m49s,電供,14,2,2,2413,158.50,157.31,158.50,155.00,0.808,0.69,1975352700,0,0,1,0,1.131
2645,SignalA,StrongGroup,12:08:33,13:20:01,timeExit,-103448,-1.03%,1h11m28s,軍工,18,2,2,6753,145.00,143.92,147.00,138.00,0.808,1.37,517121325,0,0,1,0,1.131
6139,SignalA,StrongGroup,11:44:50,13:20:01,timeExit,66556,0.67%,1h35m11s,廠務,18,2,2,5536,601.00,594.85,602.00,584.00,0.808,0.66,2825526650,0,0,1,0,1.131
2308,SignalA,StrongGroup,11:27:51,13:20:08,timeExit,-10929,-0.11%,1h52m17s,電供,15,2,2,2413,915.00,905.55,923.00,891.00,0.808,1.15,9958641000,0,0,1,0,1.131
8103,SignalA,StrongGroup,09:45:01,13:20:11,timeExit,100784,1.01%,3h35m10s,連接線材,13,2,2,6190,89.30,88.43,89.90,86.20,0.808,0.87,204368685,0,0,1,0,1.131
6290,SignalA,StrongGroup,11:12:43,13:20:12,timeExit,27548,0.28%,2h07m29s,連接線材,6,2,2,6190,181.50,179.86,182.00,175.00,0.808,0.60,1151848100,0,0,1,0,1.131
3376,SignalA,StrongGroup,09:54:33,13:20:34,timeExit,-94340,-0.94%,3h26m01s,軸承,2,2,2,6805,212.00,210.51,214.00,205.50,0.808,0.58,839697475,0,0,1,0,1.131
