Action    ,Symbol    ,Time                ,Cash           ,SymbolCash     ,SignalType     ,EnterCause     ,LeaveCause     ,RemainingQty   
enter     ,2308      ,91120156683         ,-1e+07         ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,7547.17        
leave     ,2308      ,91120157372         ,-6.00755e+06   ,-6.00755e+06   ,-              ,-              ,takeProfit     ,4528.3         
leave     ,2308      ,91141552497         ,-4e+06         ,-4e+06         ,-              ,-              ,takeProfit     ,3018.87        
leave     ,2308      ,91150673284         ,-1.98491e+06   ,-1.98491e+06   ,-              ,-              ,takeProfit     ,1509.43        
leave     ,2308      ,91221404008         ,37735.8        ,37735.8        ,-              ,-              ,takeProfit     ,0              
enter     ,8021      ,91237843135         ,-9.96226e+06   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,46296.3        
leave     ,8021      ,91252289667         ,-7.953e+06     ,-7.99074e+06   ,-              ,-              ,takeProfit     ,37037          
leave     ,8021      ,91314362327         ,-5.93912e+06   ,-5.97685e+06   ,-              ,-              ,takeProfit     ,27777.8        
enter     ,4958      ,91510668605         ,-1.59391e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,52770.4        
leave     ,8021      ,91513352129         ,-1.39206e+07   ,-3.95833e+06   ,-              ,-              ,takeProfit     ,18518.5        
leave     ,8021      ,91514475582         ,-1.18974e+07   ,-1.93519e+06   ,-              ,-              ,takeProfit     ,9259.26        
leave     ,8021      ,91514520484         ,-9.86967e+06   ,92592.6        ,-              ,-              ,takeProfit     ,0              
leave     ,4958      ,91518287347         ,-7.85912e+06   ,-7.98945e+06   ,-              ,-              ,takeProfit     ,42216.4        
leave     ,4958      ,91521637645         ,-5.84329e+06   ,-5.97361e+06   ,-              ,-              ,takeProfit     ,31662.3        
enter     ,1727      ,92041897579         ,-1.58433e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,220507         
enter     ,3167      ,92255220238         ,-2.58433e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,34782.6        
enter     ,2885      ,92315447587         ,-3.58433e+07   ,-1e+07         ,SignalA        ,StrongGroup    ,-              ,213220         
